video_id,video_url,video_title,video_duration_s,source,window_index,start_s,end_s,duration_s,window_url,action_label,phase,is_step,confidence,description,description_detailed,ocr_text,has_caption,keep,filter_reason,validation_flags
-dVj7BYicmQ,https://www.youtube.com/watch?v=-dVj7BYicmQ,Create your own custom-scented candle at The Candle Pour | Taste and See Tampa Bay,99.0,storyboard,4,33.0,41.25,8.25,https://youtu.be/-dVj7BYicmQ?t=33s,other_unclear,aux,0,0.4,Customers browse and sniff scent jars in the store.,"Customers browse and sniff scent jars in the store. aux phase, ~33% in, 0:33–0:41.",,0,1,,
-dVj7BYicmQ,https://www.youtube.com/watch?v=-dVj7BYicmQ,Create your own custom-scented candle at The Candle Pour | Taste and See Tampa Bay,99.0,storyboard,5,41.25,49.5,8.25,https://youtu.be/-dVj7BYicmQ?t=41s,other_unclear,aux,0,0.4,A man sniffs a scent jar to choose a fragrance.,"A man sniffs a scent jar to choose a fragrance. aux phase, ~42% in, 0:41–0:49.",,0,1,,
0vn32fue7lg,https://www.youtube.com/watch?v=0vn32fue7lg,Make candles in any vessel | Easy candle math,330.0,storyboard,13,104.63,112.68,8.05,https://youtu.be/0vn32fue7lg?t=105s,other_unclear,aux,0,0.4,A cat in frame.,"A cat in frame. Content that cannot be confidently classified or is unrelated to candle making. aux phase, ~32% in, 1:44–1:52.",,0,1,,
0vn32fue7lg,https://www.youtube.com/watch?v=0vn32fue7lg,Make candles in any vessel | Easy candle math,330.0,storyboard,14,112.68,120.73,8.05,https://youtu.be/0vn32fue7lg?t=113s,other_unclear,aux,0,0.4,Green leaves b-roll.,"Green leaves b-roll. Content that cannot be confidently classified or is unrelated to candle making. aux phase, ~34% in, 1:52–2:00.",,0,1,,
0vn32fue7lg,https://www.youtube.com/watch?v=0vn32fue7lg,Make candles in any vessel | Easy candle math,330.0,storyboard,15,120.73,128.78,8.05,https://youtu.be/0vn32fue7lg?t=121s,other_unclear,aux,0,0.4,A cat; plastic sheet.,"A cat; plastic sheet. Content that cannot be confidently classified or is unrelated to candle making. aux phase, ~37% in, 2:00–2:08.",,0,1,,
5mCtnH6K4u0,https://www.youtube.com/watch?v=5mCtnH6K4u0,Candle Care Series [Ribbonwick Candles],70.0,storyboard,2,15.56,23.33,7.77,https://youtu.be/5mCtnH6K4u0?t=16s,other_unclear,aux,0,0.45,"Close-up of a lit rectangular RibbonWick candle in a dish; caption 'Extinguish if flame is over 1 inch high' — candle-use guidance, off the making taxonomy.","Close-up of a lit rectangular RibbonWick candle in a dish; caption 'Extinguish if flame is over 1 inch high' — candle-use guidance, off the making taxonomy. aux phase, ~22% in, 0:15–0:23.",,0,1,,
5mCtnH6K4u0,https://www.youtube.com/watch?v=5mCtnH6K4u0,Candle Care Series [Ribbonwick Candles],70.0,storyboard,3,23.33,31.11,7.78,https://youtu.be/5mCtnH6K4u0?t=23s,other_unclear,aux,0,0.45,"A card/paper is slid under the wick area; caption 'After wax has cooled, gently run index finger over wick' — wick maintenance.","A card/paper is slid under the wick area; caption 'After wax has cooled, gently run index finger over wick' — wick maintenance. aux phase, ~33% in, 0:23–0:31.",,0,1,,
5mCtnH6K4u0,https://www.youtube.com/watch?v=5mCtnH6K4u0,Candle Care Series [Ribbonwick Candles],70.0,storyboard,4,31.11,38.89,7.78,https://youtu.be/5mCtnH6K4u0?t=31s,other_unclear,aux,0,0.45,Hands work over the cooled candle; caption 'Gently use index finger to remove loose wick material'.,"Hands work over the cooled candle; caption 'Gently use index finger to remove loose wick material'. aux phase, ~44% in, 0:31–0:38.",,0,1,,
5mCtnH6K4u0,https://www.youtube.com/watch?v=5mCtnH6K4u0,Candle Care Series [Ribbonwick Candles],70.0,storyboard,5,38.89,46.67,7.78,https://youtu.be/5mCtnH6K4u0?t=39s,other_unclear,aux,0,0.45,Hands remove loose wick debris from the ribbon wick before relighting.,"Hands remove loose wick debris from the ribbon wick before relighting. aux phase, ~56% in, 0:38–0:46.",,0,1,,
5mCtnH6K4u0,https://www.youtube.com/watch?v=5mCtnH6K4u0,Candle Care Series [Ribbonwick Candles],70.0,storyboard,6,46.67,54.44,7.77,https://youtu.be/5mCtnH6K4u0?t=47s,other_unclear,aux,0,0.45,Close-up of the ribbon wick; caption 'Allow wax to melt fully to the edge of container' — burn guidance.,"Close-up of the ribbon wick; caption 'Allow wax to melt fully to the edge of container' — burn guidance. aux phase, ~67% in, 0:46–0:54.",,0,1,,
8PZQhTp_67E,https://www.youtube.com/watch?v=8PZQhTp_67E,WoodWick® Candle Care - Tips for burning candles with Pluswick® Innovation,109.0,storyboard,3,23.36,31.14,7.78,https://youtu.be/8PZQhTp_67E?t=23s,other_unclear,aux,0,0.45,Hands gently break off burnt wick on the cooled candle; care caption about the wick (not a making step).,"Hands gently break off burnt wick on the cooled candle; care caption about the wick (not a making step). aux phase, ~21% in, 0:23–0:31.",,0,1,,
8PZQhTp_67E,https://www.youtube.com/watch?v=8PZQhTp_67E,WoodWick® Candle Care - Tips for burning candles with Pluswick® Innovation,109.0,storyboard,4,31.14,38.93,7.79,https://youtu.be/8PZQhTp_67E?t=31s,other_unclear,aux,0,0.45,Caption 'Remove and discard wick trimmings before relighting'; hands clear debris from the candle.,"Caption 'Remove and discard wick trimmings before relighting'; hands clear debris from the candle. aux phase, ~29% in, 0:31–0:38.",,0,1,,
